Latitude,Longitude,Time_Created,Tweet
36.92356,-81.24437,6/23/2012 20:22,Steve Francis is everywhere #KentuckyColonel  @ Wythe Raceway http://t.co/vUWtwuPY
36.96004622,-84.093727,6/24/2012 0:50,The Original #kfc #kentucky #corbin #food #restaurant #original #sandersc  @ Colonel Sanders Cafe and Museum http://t.co/ZL4s2kNq
33.86155408,-118.3164156,7/24/2012 18:12,Kentucky kid &amp; Kentucky's Colonel Sanders talking a bit of fried chicken and Moto GP. Thanks Sony for the hospitality http://t.co/mpUcRniS
40.1293,-82.996313,7/1/2012 16:02,"My Grandfather, a fellow Kentucky Colonel, presented me with HIS Colonel cup for my Birthday. So honored!!! http://t.co/VqFzCi9U"
40.72531736,-73.49214329,7/17/2012 22:58,Colonel :-P (@ Kentucky Fried Chicken) http://t.co/frcaSs8H
26.93394116,-80.13749046,7/29/2012 12:47,what r the 11 herbs and spices in colonel sanders kentucky fried chicken recipe?
45.50979461,-122.433255,8/20/2012 23:23,OG Colonel !  @ KFC - Kentucky Fried Chicken http://t.co/ZDoLcWNt
32.73643235,-117.1750689,8/29/2012 22:03,Kentucky Colonel &amp; Blueberry Spritzer .. more happy hour . (@ Starlite) [pic]: http://t.co/x7kjrDWs
31.426121,-85.3175349,9/10/2012 19:01,Met colonel sanders wife in the state of Kentucky
38.30162501,-85.54752708,9/28/2012 15:02,Made it to Kentucky! Now I just gotta find the colonel... #stereotypes
41.50726846,-81.51373529,10/17/2012 11:17,"Met Colonel Sanders wife in the state of Kentucky, she said I'll fry some chicken if you just fuck me."
33.91855944,-117.2479418,10/26/2012 1:58,I want Colonel Sanders' Kentucky Fried Chicken.
39.5878213,-84.3264096,11/12/2012 17:42,"@KsTrAsDaLeGeND I'll be taking my talents to the hills of Richmond Kentucky next year , follow in the footsteps of colonel sanders at eku ."
39.10627443,-94.5453314,12/24/2012 23:15,The colonel lives!!!!  @ KFC - Kentucky Fried Chicken http://t.co/9S9OMMBD
37.4143031,-88.8708815,12/26/2012 17:54,"I met colonel Sanders wife in the state of Kentucky, she said I brought some chicken if you just fuck me"
40.1119963,-88.23100175,12/16/2012 18:32,I didn't know that eastern kentucky had colonel sanders as their mascot #sponsoredbyKFC
35.3894367,-99.4312927,12/29/2012 14:28,"HAPPY BIRTHDAY #TEXAS,Thank GOD for SAM HOUSTON,COLONEL TRAVIS, David Crockert of Tennessee and JIM BOWIE of KENTUCKY :) DAMN CARPETBAGGERS!"
38.187018,-84.875262,1/10/2013 12:59,Coolest honorarium ever - I'm a KY Colonel after speaking to the KY legislature. (at Kentucky State Capitol) [pic] — http://t.co/R9G9F4JZ
37.2691745,-119.306607,2/7/2013 1:55,@youngbeefsteak TERRRRRY JONESSSS IMA KENTUCKY COLONEL IN THE VIRGINIA MILITIA
25.7557905,-80.29734681,2/23/2013 21:58,Anyone else see Colonel Sanders give #Kentucky players high fives on the way into the locker? #Mizzou
36.533245,-121.8485458,2/21/2013 15:43,Kentucky Colonel Mint vs. Lemon Balm. Looks can be deceiving! #followyournose @ Earthbound Organic Farms http://t.co/mnMXrNiB7J
38.2381905,-85.68010834,3/18/2013 21:04,"Me and @TheDamienSandow have something in common - I, too, am a Kentucky Colonel: http://t.co/YqWhfvQw5k You're welcome."
39.75636754,-82.75729931,4/23/2013 15:42,"Had a great visit with The Kentucky Colonels of Aladdin, I am the newest Kentucky Colonel"
26.0466358,-80.3529007,4/16/2013 22:59,colonel sanders secret recipe for his kentucky fried chicken is black people.
33.13577896,-111.5182586,4/17/2013 20:56,"Met colonel sanders wife in the state of Kentucky. She said ""I'll fry some chicken if you just fuck me"""
38.22431328,-85.21956556,5/14/2013 14:37,You know you live in Kentucky when the place where you work has a picture of Colonel sanders  framed on the wall
33.0110243,-96.92091792,5/18/2013 17:54,"@KneesAndToews Colonel Sanders I can understand, maybe, being in Kentucky. The other one....no clue! Have safe travels and an amazing time!"
38.91967022,-77.03205433,5/17/2013 22:23,Accounted for at Kentucky Colonel @DanMcSwain's birthday. A fine beards man (@ Restaurant Judy w/ @sjohnson123) http://t.co/9EaV7zg6Qo
38.23466257,-85.52584318,6/8/2013 15:45,"I met colonel sanders wife in the state of Kentucky, said I'll fry some chicken if you'd just fuck me. 🐔🍗"
38.1838236,-85.74110381,6/8/2013 21:27,Bro'in it up with the Colonel. #ColonelSanders #KFC #Kentucky #FriedChicken @ Louisville International… http://t.co/xzyx0T5Ckp
27.92132226,-82.49714578,6/26/2013 18:32,@Datz4Foodies this Kentucky Colonel Bowl is amaze!!!
27.92198068,-82.49335527,6/26/2013 18:33,Omgeeeee The Kentucky Colonel Bowl datz4foodies #stoptalkingdirtytome #dinetampabay @ Datz http://t.co/U8xEQSGx02
37.58214025,-121.9900606,6/17/2013 4:34,"See I met colonel sanders with in the state of Kentucky she said ill fry some chicken if you just fuck me, I came in her mouth"
40.05575066,-81.65780479,6/20/2013 1:38,I met colonel sanders wife in the state of Kentucky. Said I'll fry some chicken if you'd just fuck me. 🙊🎶
38.65677672,-77.41463414,6/3/2013 18:28,"Met colonel sanders wife in the state of Kentucky, she said ""ill fry some chicken up if you just fuck me"""
38.9015802,-77.0274002,6/3/2013 16:55,Just call me Colonel Naik.  Love it.  #KentuckyColonel http://t.co/KEmdOELRG1
35.46887289,-86.05000036,7/12/2013 22:32,Free photos with The Colonel of the Commonwealth of Kentucky. #kentuckykicksass @ Forecastle Music… http://t.co/aKHQU4zP6U
43.64842391,-79.37536382,7/17/2013 10:57,"KFC to test upmarket restaurant with no Colonel Sanders: Kentucky location will serve flatbread sandwiches, rice... http://t.co/FJ2q3JlScy"
32.78307655,-96.80815197,7/7/2013 15:12,"Fitting taraharper01 with her Kentucky tie for her Colonel Sanders scene in Members Only's ""Bucket… http://t.co/iKRSE16ISM"
30.43082305,-87.22165536,8/27/2013 12:00,@DoninRichmond // Kentucky Colonel as well since 1999
39.1915807,-76.6126105,8/20/2013 18:22,@wytelyon - - Don't forget the Kentucky Colonel and the Whale.
37.3298773,-121.8863486,8/21/2013 2:18,Kentucky Colonel. http://t.co/DdW1tA39Z0
32.68061716,-117.177794,8/4/2013 21:49,Kentucky Colonel cocktail at 1500 Ocean is delicious (@ Hotel del Coronado w/ 6 others) [pic]: http://t.co/ldv4rpkONm
36.96004622,-84.093727,8/11/2013 10:50,"The original Kentucky Fried Chicken. Sanders Cafe. Corbin, KY. #Landmark @ Colonel Sanders Cafe and… http://t.co/I5tpqhDUMy"
38.25425688,-85.75962067,8/10/2013 13:21,"Got meet the Colonel! #KFC #Kentucky #Louisville #NAYC13 #ColonelSanders @ Louisville, KY http://t.co/DwCfEZ5ZyS"
38.22101149,-85.70300629,9/28/2013 20:17,First Kentucky Colonel in the Family @whylouisville #NuLuFestival http://t.co/TOmnGbe8wZ
36.378094,-86.71329,9/5/2013 21:21,The Colonel. #colonelsanders #kentucky #louisville #kfc #kentuckyfriedchicken @ Louisville bound... http://t.co/SUssHTvIl3
42.650289,-73.758425,9/20/2013 15:42,Me at Bouchercon w/ @JoelGoldman1 &amp; fellow Kentucky colonel Jeff Deaver http://t.co/deWYdQxKLx
27.92198068,-82.49335527,9/19/2013 20:00,The Kentucky Colonel Bowl #food #dinner #datz4foodies @ Datz http://t.co/O0Vnc8zg1d
36.96004622,-84.093727,10/4/2013 17:07,"Day 34 Corbin, Kentucky- The Harland Sanders Café and museum. Colonel Harland Sanders, the founder of… http://t.co/aR7sqhUCEe"
36.96004622,-84.093727,10/4/2013 17:14,"Day 34 Corbin, Kentucky- The Harland Sanders Café and museum. Colonel Harland Sanders, the founder of… http://t.co/55YKBHxsiX"
40.01726325,-79.08266332,10/12/2013 23:06,"Geez, the Kentucky Colonel would have hit that pitch into the second deck"
38.26874123,-85.50917647,10/9/2013 9:44,My card arrived yesterday. Proud to be called an Honorable Kentucky Colonel @KYColonels http://t.co/LZh9W6PevX
39.12876558,-88.53433102,11/3/2013 19:04,Wait a second. Youre tellin me that I came all the way to Kentucky to get some of your fried chicken and the Colonel isnt even workin today?
38.03292062,-84.51675323,12/10/2013 20:03,“@kfc: Big shout out to the @acoUstiKats for making it past the first round of the #SingOff. Way to represent for #Kentucky!” Thanks Colonel
34.09259185,-81.21924975,12/8/2013 15:05,Apparently my dad is a Kentucky Colonel. http://t.co/MXK3dwLjMn
34.554191,-90.65524,12/29/2013 14:54,Letting the Colonel make dinner today. (@ Kentucky Fried Chicken) http://t.co/XtrUBHncHq
38.24512356,-85.71447372,12/29/2013 15:41,#Colonel #Sanders #KFC #Mason #Kentucky #CaveHill @ Cave Hill National Cemetery http://t.co/8ornZKH5bs
49.28042391,-122.9568661,12/12/2013 17:44,@michellej @BrigidKaelin Congrats! I think my goal when living in Kentucky was to become a Colonel. Well done!
38.253743,-85.7569612,12/26/2013 12:23,"Quick visit with ""The Colonel."" #louisville #kentucky #travel #familytravel #explorekentucky @… http://t.co/Teyt4TQ5ZE"
41.34314458,-72.63926628,12/22/2013 12:48,"""Just in case you were wondering, I am actually a Kentucky Colonel, bow down to me."" -Brad Wood #whatislife http://t.co/MpIGHZ9zns"
37.66972062,-97.27215432,12/16/2013 10:20,"I met colonel sanders wife I'm Kentucky, she said I'll fry some chicken if you just fuck me."
41.33253174,-72.92316895,12/5/2013 21:32,"Met colonel sanders wife in the state of Kentucky she said"" ill fry some chicken if you just fuck me"""
42.32511893,-71.79376506,1/12/2014 15:33,Colonel Sanders almost teamed up with a psychiatrist but Kentucky Freud Chicken didn't sound very delicious.
28.49899509,-81.27211786,1/9/2014 8:36,Day 9: Colonel Sanders of Kentucky Fried Chicken's famous chicken recipe was rejected 1009 times. He kept trying! http://t.co/71dwr36SKi
27.92198068,-82.49335527,1/18/2014 12:11,"Kentucky colonel bowl &gt; fried chicken, marscapone mashed potatoes, grilled corn, gravy and biscuit.… http://t.co/4tYIRAoYun"
33.607315,-117.7154642,1/16/2014 8:54,"@ryanjharmon Qualified Electronice Surveillance Expert, Kentucky Colonel,circa 2008, a Patriot Madiba in Indiana GOP http://t.co/NQNfIaC2cE"
37.00278526,-84.16204726,1/18/2014 11:05,"The Gambia's president is a major human rights violator, and as of 2008, a Kentucky Colonel. Why? @GovSteveBeshear http://t.co/9uPm6WsERa"
41.40366021,-82.11309553,1/2/2014 16:26,kentucky colonel 😂
38.90017106,-76.99998891,1/22/2014 11:43,Day 2 of the #30DayChallenge. And shaved my beard into a mustache to become Kentucky Colonel. http://t.co/yTUuTpmb2Q
30.25948204,-81.60459403,2/21/2014 11:56,Met Colonel Sanders wife in the state of Kentucky
38.94683044,-84.66070027,2/23/2014 10:11,Congratulations to Michael Nelson on being a Kentucky Colonel!! Proud of you hottie! http://t.co/AwdsucqO7Y
37.7406465,-84.2708039,2/3/2014 19:09,Only @RambroDirty knows my true title (besides Double Kentucky Colonel) http://t.co/uCnqEdHPX7
40.5683933,-74.54326104,2/6/2014 0:11,@ChrisOrlandoHS and lead off hitter who only had a lifetime BA of .325! The Kentucky Colonel Earle Combs!!!
36.96004622,-84.093727,2/6/2014 16:07,Visiting the Colonel.  #KFC #ColonelSanders #Kentucky #Museum #KFCMuseum @ Colonel Sanders Cafe and… http://t.co/3eXYYwU0b5
38.2648117,-85.57170867,2/26/2014 22:21,"""California s*cks.  Kentucky is so much better."" - quotes that happen when you become a Kentucky Colonel."
42.35102552,-71.06322667,2/17/2014 10:23,Kentucky here I come 😃...... I hope the colonel has a special meal for me
33.5791619,-101.8763121,3/6/2014 0:08,"""Colonel Sandles"" Kentucky fried shoes..? Haha @BaileyHerrera"
37.289836,-85.90137979,3/30/2014 10:51,You mean I'm in Kentucky and I can't see the colonel
36.74360761,-87.51071809,3/1/2014 5:12,Straight motor in' thru the land of the Kentucky Colonel
41.395646,-72.92035341,3/21/2014 18:14,E Kentucky got Colonel Sanders as their mascot!! #MarchMadness
38.95462245,-95.25298667,3/16/2014 18:52,Kansas facing Eastern Kentucky whose mascot is an angry Colonel Sanders? #kubball #Jayhawks #NCAATournament http://t.co/8bueBc9KTj
47.8532266,-122.142198,4/10/2014 18:20,"Met Colonel Sanders wife in the state of Kentucky, she said I'll fry some chicken if you just fuck me."
41.56894903,-87.27870462,4/11/2014 23:30,I met colonel sanders wife in the state of Kentucky Said I'll fry some chicken if you'd just f**k me 😂👌🎶
36.1528819,-86.79672721,4/2/2014 23:58,It's official. I'm a Kentucky Colonel. What say ye? #nostopsignspeedlimit #thankskentucky @ Office of… http://t.co/BVnRgQxs9d
38.18663445,-84.87595118,4/29/2014 12:55,Just found out I've had the great honor of being named a Kentucky Colonel. 😊
35.84063358,-78.67926891,5/9/2014 21:16,Congratulations chesmcdowell on graduating law school! #jurisdoctor #doctor #kentuckycolonel… http://t.co/guxeiePPAB
35.6126866,-97.5584764,5/17/2014 17:31,"@Raising_Canes has the colonel rolling in his grave, Kentucky isn't the true home of fried chicken, canes is"
33.99298262,-84.24177782,6/2/2014 19:03,@DianeSawyer as a native Kentuckian and raised in Lulvull are you a Kentucky Colonel?
37.4957983,-77.5828083,6/7/2014 6:46,"forget this SAT, I'm just not gonna go to college, and go to Kentucky and find out Colonel Sanders secret recipe to his fried chicken."
40.686764,-73.501974,6/25/2014 22:15,“@HistoryInPics: Promotional photo of Colonel Sanders for Kentucky Fried Chicken http://t.co/GaZ9sNSzVa” me and bae
34.659017,-86.532919,6/25/2014 22:56,“@HistoryInPics: Promotional photo of Colonel Sanders for Kentucky Fried Chicken http://t.co/THGIrLaRim” @BrianMitchell89 #fingerlickingood
33.130131,-97.024631,6/30/2014 12:40,“@History_Pics: Promotional photo of Colonel Sanders for Kentucky Fried Chicken. http://t.co/Oa1p79YBRs” supes creepy..
39.724383,-84.171214,7/26/2014 11:20,My dad was wearing a Colonel Rebel shirt and someone asked him if it was a Kentucky Fried Chicken shirt today hahahahaha
37.7374,-84.301361,8/15/2014 11:51,Guess it's official.. I'm a college student and a Colonel now @ Eastern Kentucky University http://t.co/WuuRoFoEaz
